ID,setSize,enrichmentScore,NES,pvalue,qvalue,Description
R-HSA-167044,18,0.222169324,0.966237,0.490073011,0.50868156,Signalling to RAS
R-HSA-1592389,16,0.233865002,0.970040705,0.494648917,0.511636256,Activation of Matrix Metalloproteinases
R-HSA-8864260,30,0.184011353,0.966189288,0.495973472,0.511636256,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
R-HSA-416572,21,0.209552902,0.965291958,0.496503497,0.511636256,Sema4D induced cell migration and growth-cone collapse
R-HSA-2173791,15,0.238314601,0.963374305,0.496434231,0.511636256,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)
R-HSA-189445,19,0.217549894,0.965281149,0.497911657,0.511827881,Metabolism of porphyrins
R-HSA-1839117,16,0.232632923,0.964930208,0.501044114,0.513630975,Signaling by cytosolic FGFR1 fusion mutants
R-HSA-5655302,28,0.187839502,0.961406587,0.503472222,0.515411124,Signaling by FGFR1 in disease
R-HSA-111465,32,0.179408132,0.962507365,0.505694493,0.515561525,Apoptotic cleavage of cellular proteins
R-HSA-1660662,33,0.177276492,0.960130953,0.504872608,0.515561525,Glycosphingolipid metabolism
R-HSA-112399,31,0.180445956,0.95707571,0.505606043,0.515561525,IRS-mediated signalling
R-HSA-71406,48,0.154604109,0.952571165,0.518336863,0.526290691,Pyruvate metabolism and Citric Acid (TCA) cycle
R-HSA-2514859,17,0.221670984,0.943346524,0.520687872,0.527241152,"Inactivation, recovery and regulation of the phototransduction cascade"
R-HSA-1483257,166,0.114868294,0.971560746,0.525885559,0.531193793,Phospholipid metabolism
R-HSA-199220,15,0.23232596,0.939165539,0.526016904,0.531193793,Vitamin B5 (pantothenate) metabolism
R-HSA-381119,82,0.132702208,0.956258489,0.532210835,0.533114418,Unfolded Protein Response (UPR)
R-HSA-917937,50,0.151758629,0.947268701,0.528739458,0.533114418,Iron uptake and transport
R-HSA-77387,21,0.203392127,0.936912744,0.530594406,0.533114418,Insulin receptor recycling
R-HSA-5627117,20,0.206766356,0.935928171,0.531277423,0.533114418,RHO GTPases Activate ROCKs
R-HSA-416700,18,0.214874208,0.934509797,0.531830409,0.533114418,Other semaphorin interactions
R-HSA-5218920,29,0.180220012,0.934134669,0.529740661,0.533114418,VEGFR2 mediated vascular permeability
R-HSA-6811438,40,0.162150241,0.938969019,0.534783104,0.534972006,Intra-Golgi traffic
R-HSA-9007101,107,0.123757665,0.953634367,0.539093805,0.537840363,Rab regulation of trafficking
R-HSA-9603798,19,0.209296892,0.928662114,0.538919124,0.537840363,Class I peroxisomal membrane protein import
R-HSA-5620924,39,0.162146437,0.930050436,0.543582704,0.538712982,Intraflagellar transport
R-HSA-114452,30,0.176851859,0.928596899,0.542278541,0.538712982,Activation of BH3-only proteins
R-HSA-5637810,15,0.229155279,0.926348225,0.54318542,0.538712982,Constitutive Signaling by EGFRvIII
R-HSA-5637812,15,0.229155279,0.926348225,0.54318542,0.538712982,Signaling by EGFRvIII in Cancer
R-HSA-194068,27,0.183312947,0.925519539,0.542798503,0.538712982,Bile acid and bile salt metabolism
R-HSA-917977,24,0.19050653,0.921962671,0.550195886,0.543100296,Transferrin endocytosis and recycling
R-HSA-1643713,22,0.196170471,0.920200108,0.549950298,0.543100296,Signaling by EGFR in Cancer
R-HSA-4420097,97,0.125050774,0.940150961,0.55244683,0.544114856,VEGFA-VEGFR2 Pathway
R-HSA-166208,22,0.195866755,0.918775428,0.552683897,0.544114856,mTORC1-mediated signalling
R-HSA-2404192,35,0.167178056,0.922267025,0.553517177,0.544216305,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
R-HSA-1483191,21,0.198320513,0.913550682,0.556568432,0.545059063,Synthesis of PC
R-HSA-1655829,53,0.143923585,0.916872584,0.562115215,0.549048179,Regulation of cholesterol biosynthesis by SREBP (SREBF)
R-HSA-432722,52,0.144920236,0.917192881,0.565121413,0.549486156,Golgi Associated Vesicle Biogenesis
R-HSA-1442490,45,0.151446243,0.911795797,0.566250141,0.549486156,Collagen degradation
R-HSA-9694631,15,0.225025974,0.909655725,0.565636556,0.549486156,Maturation of nucleoprotein
R-HSA-418597,30,0.172795794,0.907299698,0.564187589,0.549486156,G alpha (z) signalling events
R-HSA-9659787,17,0.210179336,0.89444249,0.579519007,0.560174015,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects
R-HSA-9661069,17,0.210179336,0.89444249,0.579519007,0.560174015,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
R-HSA-9634815,21,0.194287884,0.894974634,0.581918082,0.561764388,Transcriptional Regulation by NPAS4
R-HSA-446193,67,0.132144956,0.902514712,0.588887704,0.567757193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
R-HSA-9609507,136,0.113058803,0.916944181,0.595034595,0.568775733,Protein localization
R-HSA-373752,38,0.156456906,0.887990461,0.592699217,0.568775733,Netrin-1 signaling
R-HSA-1483249,42,0.151134344,0.887525763,0.594946748,0.568775733,Inositol phosphate metabolism
R-HSA-9696270,36,0.159129565,0.8866079,0.596725499,0.568775733,RND2 GTPase cycle
R-HSA-1650814,46,0.14598952,0.886017718,0.59757603,0.568775733,Collagen biosynthesis and modifying enzymes
R-HSA-9696273,38,0.155721377,0.883815874,0.597305389,0.568775733,RND1 GTPase cycle
R-HSA-6799198,46,0.14517329,0.881063977,0.603972618,0.572286389,Complex I biogenesis
R-HSA-5620920,43,0.148445046,0.880516893,0.604336043,0.572286389,Cargo trafficking to the periciliary membrane
R-HSA-5668599,21,0.189787765,0.874245128,0.606643357,0.572438648,RHO GTPases Activate NADPH Oxidases
R-HSA-140877,17,0.204969064,0.872269572,0.606025343,0.572438648,Formation of Fibrin Clot (Clotting Cascade)
R-HSA-418990,17,0.20473885,0.871289872,0.606801138,0.572438648,Adherens junctions interactions
R-HSA-1483255,77,0.12525754,0.889007505,0.609276399,0.573322289,PI Metabolism
R-HSA-156590,28,0.17036198,0.871952534,0.608596743,0.573322289,Glutathione conjugation
R-HSA-9012852,44,0.146381024,0.87379277,0.611449864,0.574641938,Signaling by NOTCH3
R-HSA-9707616,40,0.150340493,0.870581897,0.617101218,0.577301125,Heme signaling
R-HSA-2428928,33,0.160213625,0.867718322,0.619701773,0.577301125,IRS-related events triggered by IGF1R
R-HSA-1614635,21,0.187702864,0.864641165,0.61963037,0.577301125,Sulfur amino acid metabolism
R-HSA-399719,19,0.194673475,0.863777187,0.619035565,0.577301125,Trafficking of AMPA receptors
R-HSA-399721,19,0.194673475,0.863777187,0.619035565,0.577301125,"Glutamate binding, activation of AMPA receptors and synaptic plasticity"
R-HSA-1222556,27,0.17130244,0.864880296,0.621634673,0.578051421,ROS and RNS production in phagocytes
R-HSA-9008059,17,0.201773931,0.858672314,0.622058443,0.578051421,Interleukin-37 signaling
R-HSA-8980692,135,0.109942944,0.890557457,0.631418404,0.58473233,RHOA GTPase cycle
R-HSA-2132295,95,0.117240963,0.876492365,0.633995037,0.585493362,MHC class II antigen presentation
R-HSA-9772573,66,0.127361208,0.865176285,0.635945686,0.586567933,Late SARS-CoV-2 Infection Events
R-HSA-9748784,51,0.136482602,0.858144775,0.637809187,0.587559566,Drug ADME
R-HSA-8936459,24,0.174455507,0.844283213,0.641160627,0.58873341,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
R-HSA-445144,17,0.198219792,0.843547263,0.641453323,0.58873341,Signal transduction by L1
R-HSA-418592,18,0.193235157,0.840399361,0.650185731,0.594917255,ADP signalling through P2Y purinoceptor 1
R-HSA-5674400,25,0.170581922,0.838002824,0.651383978,0.594917255,Constitutive Signaling by AKT1 E17K in Cancer
R-HSA-532668,33,0.155776949,0.843689252,0.652459786,0.595170429,N-glycan trimming in the ER and Calnexin/Calreticulin cycle
R-HSA-163200,88,0.116836643,0.858907158,0.655448219,0.595451463,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."
R-HSA-3214847,62,0.126925765,0.847928559,0.655963797,0.595451463,HATs acetylate histones
R-HSA-9656223,36,0.150464767,0.838331022,0.654435671,0.595451463,Signaling by RAF1 mutants
R-HSA-192105,25,0.16958441,0.833102438,0.65796854,0.596544662,Synthesis of bile acids and bile salts
R-HSA-9013106,66,0.122919241,0.835001595,0.670693895,0.604405623,RHOC GTPase cycle
R-HSA-3238698,16,0.198248953,0.822310103,0.670582093,0.604405623,WNT ligand biogenesis and trafficking
R-HSA-1606322,20,0.181553145,0.821800539,0.670552839,0.604405623,ZBP1(DAI) mediated induction of type I IFNs
R-HSA-9660826,23,0.172092705,0.821006281,0.6752,0.606998413,Purinergic signaling in leishmaniasis infection
R-HSA-9664424,23,0.172092705,0.821006281,0.6752,0.606998413,Cell recruitment (pro-inflammatory response)
R-HSA-1428517,132,0.105901334,0.853891533,0.676066375,0.607045014,The citric acid (TCA) cycle and respiratory electron transport
R-HSA-8874081,27,0.162273832,0.819296211,0.683568755,0.609876148,MET activates PTK2 signaling
R-HSA-112040,44,0.137187121,0.818911573,0.682475158,0.609876148,G-protein mediated events
R-HSA-982772,19,0.183721874,0.815184318,0.682192128,0.609876148,Growth hormone receptor signaling
R-HSA-5609975,15,0.20107766,0.81284592,0.683967248,0.609876148,Diseases associated with glycosylation precursor biosynthesis
R-HSA-392518,23,0.169969864,0.8108788,0.685907692,0.610535886,Signal amplification
R-HSA-1482788,18,0.185032125,0.80472354,0.69309594,0.61279762,Acyl chain remodelling of PC
R-HSA-9013507,24,0.166273699,0.804687083,0.691234084,0.61279762,NOTCH3 Activation and Transmission of Signal to the Nucleus
R-HSA-3214842,20,0.177689405,0.804311319,0.691864109,0.61279762,HDMs demethylate histones
R-HSA-111996,28,0.156538041,0.801198372,0.701628352,0.618813919,Ca-dependent events
R-HSA-190236,68,0.118358736,0.811999579,0.703313093,0.619566591,Signaling by FGFR
R-HSA-193704,88,0.111410823,0.819020055,0.705411862,0.620681785,p75 NTR receptor-mediated signalling
R-HSA-9617828,15,0.196551273,0.794548236,0.708267301,0.622459346,FOXO-mediated transcription of cell cycle genes
R-HSA-9006115,20,0.17429058,0.788926531,0.710918892,0.62353436,Signaling by NTRK2 (TRKB)
R-HSA-163359,21,0.170932699,0.787390481,0.711163836,0.62353436,Glucagon signaling in metabolic regulation
R-HSA-8873719,53,0.125050541,0.796640888,0.715259455,0.625038384,RAB geranylgeranylation
R-HSA-8979227,22,0.167057142,0.78363476,0.716202783,0.625038384,Triglyceride metabolism
R-HSA-1474290,65,0.116684988,0.789275738,0.727262989,0.627076645,Collagen formation
R-HSA-6802946,39,0.136661338,0.783871294,0.726378403,0.627076645,Signaling by moderate kinase activity BRAF mutants
R-HSA-6802949,39,0.136661338,0.783871294,0.726378403,0.627076645,Signaling by RAS mutants
R-HSA-6802955,39,0.136661338,0.783871294,0.726378403,0.627076645,Paradoxical activation of RAF signaling by kinase inactive BRAF
R-HSA-9649948,39,0.136661338,0.783871294,0.726378403,0.627076645,Signaling downstream of RAS mutants
R-HSA-2122947,46,0.128933415,0.782503361,0.727527775,0.627076645,NOTCH1 Intracellular Domain Regulates Transcription
R-HSA-6803157,17,0.182924601,0.778456808,0.727825187,0.627076645,Antimicrobial peptides
R-HSA-456926,22,0.164869935,0.773374969,0.728752485,0.627150552,Thrombin signalling through proteinase activated receptors (PARs)
R-HSA-611105,85,0.109171957,0.794613197,0.735487233,0.629312902,Respiratory electron transport
R-HSA-6802952,57,0.120166907,0.782370257,0.735120994,0.629312902,Signaling by BRAF and RAF1 fusions
R-HSA-5673000,33,0.143222752,0.775695613,0.735000587,0.629312902,RAF activation
R-HSA-9772572,32,0.142120182,0.762461101,0.749442292,0.639899916,Early SARS-CoV-2 Infection Events
R-HSA-8939243,35,0.137542703,0.758778409,0.756134611,0.642553327,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
R-HSA-8963899,16,0.18150962,0.752877591,0.760506395,0.64479795,Plasma lipoprotein remodeling
R-HSA-9717189,20,0.16545262,0.748921494,0.759809452,0.64479795,Sensory perception of taste
R-HSA-9013406,58,0.115469338,0.755946867,0.762173913,0.645477429,RHOQ GTPase cycle
R-HSA-1489509,32,0.139526574,0.748546643,0.765997417,0.646511499,DAG and IP3 signaling
R-HSA-3232118,18,0.171262896,0.744839763,0.767516331,0.646768201,SUMOylation of transcription factors
R-HSA-111931,17,0.174944727,0.744497531,0.768037238,0.646768201,PKA-mediated phosphorylation of CREB
R-HSA-73980,23,0.154291196,0.736080247,0.773292308,0.649725217,RNA Polymerase III Transcription Termination
R-HSA-5358351,123,0.09726871,0.772423505,0.779865224,0.653951755,Signaling by Hedgehog
R-HSA-201681,142,0.093167763,0.762740001,0.788186339,0.657391789,TCF dependent signaling in response to WNT
R-HSA-375276,56,0.113618439,0.73563847,0.78877239,0.657391789,Peptide ligand-binding receptors
R-HSA-451326,21,0.158150093,0.728508226,0.787837163,0.657391789,Activation of kainate receptors upon glutamate binding
R-HSA-170834,91,0.099942123,0.741051857,0.794507772,0.658640012,Signaling by TGF-beta Receptor Complex
R-HSA-2173788,26,0.145558762,0.725504694,0.792526086,0.658640012,Downregulation of TGF-beta receptor signaling
R-HSA-9024446,33,0.133780664,0.724557188,0.794058941,0.658640012,NR1H2 and NR1H3-mediated signaling
R-HSA-499943,24,0.14937181,0.722889833,0.793584721,0.658640012,Interconversion of nucleotide di- and triphosphates
R-HSA-389356,33,0.133229387,0.721571468,0.798168369,0.660939421,CD28 co-stimulation
R-HSA-432142,16,0.172895809,0.717148659,0.802531976,0.662609605,Platelet sensitization by LDL
R-HSA-901042,24,0.148045131,0.716469322,0.801297747,0.662609605,Calnexin/calreticulin cycle
R-HSA-8941326,27,0.14177346,0.715792907,0.805263793,0.662609605,RUNX2 regulates bone development
R-HSA-5339562,25,0.144718444,0.710945589,0.804901841,0.662609605,Uptake and actions of bacterial toxins
R-HSA-6802948,31,0.133356893,0.707317839,0.811282899,0.666614394,Signaling by high-kinase activity BRAF mutants
R-HSA-901032,19,0.157719182,0.699808906,0.818757119,0.672014886,ER Quality Control Compartment (ERQC)
R-HSA-2730905,16,0.169645697,0.70366763,0.819759854,0.672097709,Role of LAT2/NTAL/LAB on calcium mobilization
R-HSA-9013148,145,0.088960239,0.731607354,0.822055392,0.672500107,CDC42 GTPase cycle
R-HSA-8876198,76,0.100048735,0.707820196,0.821943772,0.672500107,RAB GEFs exchange GTP for GDP on RABs
R-HSA-1810476,17,0.164202819,0.698784101,0.823894492,0.673265582,RIP-mediated NFkB activation via ZBP1
R-HSA-500792,145,0.088569917,0.728397357,0.82580907,0.673353474,GPCR ligand binding
R-HSA-9694635,56,0.107785588,0.697872865,0.825360419,0.673353474,Translation of Structural Proteins
R-HSA-5668541,80,0.097242957,0.696369896,0.834137642,0.676203872,TNFR2 non-canonical NF-kB pathway
R-HSA-111933,26,0.137609911,0.685885446,0.834748847,0.676203872,Calmodulin induced events
R-HSA-111997,26,0.137609911,0.685885446,0.834748847,0.676203872,CaM pathway
R-HSA-73887,132,0.088982487,0.717473417,0.839356612,0.677851427,Death Receptor Signalling
R-HSA-5218921,21,0.147862539,0.681119271,0.840034965,0.677851427,VEGFR2 mediated cell proliferation
R-HSA-1834949,60,0.102806572,0.679253316,0.846137176,0.678602593,Cytosolic sensors of pathogen-associated DNA 
R-HSA-6806834,73,0.097145688,0.678724452,0.850333651,0.678602593,Signaling by MET
R-HSA-1295596,16,0.163346757,0.677540469,0.84742887,0.678602593,Spry regulation of FGF signaling
R-HSA-5578775,33,0.124985435,0.676922156,0.848185981,0.678602593,Ion homeostasis
R-HSA-202433,28,0.132183366,0.67654544,0.845665709,0.678602593,Generation of second messenger molecules
R-HSA-168928,62,0.100602013,0.672072525,0.852278849,0.678602593,DDX58/IFIH1-mediated induction of interferon-alpha/beta
R-HSA-5674135,34,0.122693229,0.671339849,0.851553375,0.678602593,MAP2K and MAPK activation
R-HSA-446219,52,0.105990181,0.670806522,0.850551876,0.678602593,Synthesis of substrates in N-glycan biosythesis
R-HSA-5362517,28,0.131009148,0.67053552,0.850814176,0.678602593,Signaling by Retinoic Acid
R-HSA-5625740,31,0.126368644,0.670252538,0.849994099,0.678602593,RHO GTPases activate PKNs
R-HSA-8875878,38,0.118489631,0.672502509,0.856287425,0.679893741,MET promotes cell motility
R-HSA-1368082,17,0.156269734,0.665023937,0.85971037,0.679893741,RORA activates gene expression
R-HSA-8986944,41,0.114046014,0.665008564,0.859119782,0.679893741,Transcriptional Regulation by MECP2
R-HSA-1221632,26,0.132880037,0.66231046,0.861198738,0.679893741,Meiotic synapsis
R-HSA-1368108,21,0.143453799,0.660810697,0.86038961,0.679893741,"BMAL1:CLOCK,NPAS2 activates circadian gene expression"
R-HSA-2029485,22,0.140690725,0.659954676,0.864686879,0.681925157,Role of phospholipids in phagocytosis
R-HSA-111447,15,0.163629903,0.661465321,0.865689382,0.681994083,Activation of BAD and translocation to mitochondria 
R-HSA-210993,17,0.154329775,0.656768219,0.867985518,0.682797527,Tie2 Signaling
R-HSA-1980143,68,0.095542932,0.655471853,0.8685416,0.682797527,Signaling by NOTCH1
R-HSA-2559583,117,0.085452135,0.67184358,0.871208252,0.683126789,Cellular Senescence
R-HSA-388841,63,0.096975316,0.650840683,0.871679036,0.683126789,Costimulation by the CD28 family
R-HSA-9700206,52,0.102039638,0.645803733,0.872626932,0.683126789,Signaling by ALK in cancer
R-HSA-9725370,52,0.102039638,0.645803733,0.872626932,0.683126789,Signaling by ALK fusions and activated point mutants
R-HSA-3928664,17,0.153020019,0.651194399,0.874062581,0.683532675,Ephrin signaling
R-HSA-109606,53,0.100777151,0.642006008,0.875549692,0.683977912,Intrinsic Pathway for Apoptosis
R-HSA-8878171,143,0.08201722,0.672235695,0.88134389,0.686045935,Transcriptional regulation by RUNX1
R-HSA-373076,95,0.086408878,0.645991977,0.8808933,0.686045935,Class A/1 (Rhodopsin-like receptors)
R-HSA-428930,16,0.154947319,0.642700725,0.880318455,0.686045935,Thromboxane signalling through TP receptor
R-HSA-1236382,19,0.143797995,0.638039812,0.882799646,0.686045935,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
R-HSA-5637815,19,0.143797995,0.638039812,0.882799646,0.686045935,Signaling by Ligand-Responsive EGFR Variants in Cancer
R-HSA-390471,35,0.114380663,0.63100096,0.890278102,0.689342651,Association of TriC/CCT with target proteins during biosynthesis
R-HSA-2559582,46,0.103794753,0.629935561,0.890023566,0.689342651,Senescence-Associated Secretory Phenotype (SASP)
R-HSA-195253,76,0.088897961,0.628931215,0.891018216,0.689342651,Degradation of beta-catenin by the destruction complex
R-HSA-5694530,26,0.125498154,0.625517135,0.894928415,0.69043186,Cargo concentration in the ER
R-HSA-5655253,30,0.118977014,0.624713171,0.894362861,0.69043186,Signaling by FGFR2 in disease
R-HSA-8856828,125,0.080865437,0.645201628,0.896544695,0.690694421,Clathrin-mediated endocytosis
R-HSA-5357769,23,0.130305209,0.621649797,0.899815385,0.692052895,Caspase activation via extrinsic apoptotic signalling pathway
R-HSA-3858494,120,0.080138388,0.633113728,0.901900674,0.692941593,Beta-catenin independent WNT signaling
R-HSA-5617833,162,0.075533786,0.635593206,0.909751666,0.693409155,Cilium Assembly
R-HSA-196757,15,0.153926893,0.622241412,0.903592182,0.693409155,Metabolism of folate and pterines
R-HSA-6807004,19,0.138175633,0.613093075,0.905961271,0.693409155,Negative regulation of MET activity
R-HSA-5689901,17,0.143965447,0.61266162,0.908714766,0.693409155,Metalloprotease DUBs
R-HSA-9609523,18,0.140548895,0.611261448,0.909952607,0.693409155,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane
R-HSA-264876,17,0.143552186,0.61090294,0.909878459,0.693409155,Insulin processing
R-HSA-6805567,28,0.118395402,0.60597541,0.909123563,0.693409155,Keratinization
R-HSA-6809371,28,0.118395402,0.60597541,0.909123563,0.693409155,Formation of the cornified envelope
R-HSA-9013409,53,0.093766216,0.597342489,0.911059807,0.693543727,RHOJ GTPase cycle
R-HSA-9006931,195,0.073155257,0.636060605,0.920550422,0.694777978,Signaling by Nuclear Receptors
R-HSA-8939211,143,0.075747231,0.620845138,0.917884693,0.694777978,ESR-mediated signaling
R-HSA-948021,153,0.074511511,0.619737878,0.916388636,0.694777978,Transport to the Golgi and subsequent modification
R-HSA-199977,129,0.07688521,0.617008134,0.914943465,0.694777978,ER to Golgi Anterograde Transport
R-HSA-71403,22,0.127196752,0.5966569,0.921346918,0.694777978,Citric acid cycle (TCA cycle)
R-HSA-446353,18,0.136684979,0.594456885,0.923786346,0.694777978,Cell-extracellular matrix interactions
R-HSA-75153,40,0.102193703,0.591776614,0.921666856,0.694777978,Apoptotic execution phase
R-HSA-2871796,32,0.110006375,0.590173616,0.918163673,0.694777978,FCERI mediated MAPK activation
R-HSA-15869,75,0.083612439,0.589580063,0.917685497,0.694777978,Metabolism of nucleotides
R-HSA-397795,24,0.121463831,0.587828242,0.926665034,0.694777978,G-protein beta:gamma signalling
R-HSA-2871809,33,0.107815609,0.583930232,0.92485617,0.694777978,FCERI mediated Ca+2 mobilization
R-HSA-8943724,55,0.090303972,0.581361114,0.926242066,0.694777978,Regulation of PTEN gene transcription
R-HSA-381340,75,0.08218729,0.579530851,0.92358769,0.694777978,Transcriptional regulation of white adipocyte differentiation
R-HSA-9694548,36,0.1042643,0.58092003,0.927775197,0.69491123,Maturation of spike protein
R-HSA-6807070,123,0.074883767,0.59466176,0.92883398,0.695005768,PTEN Regulation
R-HSA-5205685,19,0.130518287,0.579117,0.931147956,0.695340948,PINK1-PRKN Mediated Mitophagy
R-HSA-6804115,16,0.140193311,0.581503077,0.933829287,0.696645209,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain
R-HSA-1980145,30,0.108408033,0.569218575,0.938654666,0.697001025,Signaling by NOTCH2
R-HSA-8856825,87,0.077569728,0.568205853,0.937252862,0.697001025,Cargo recognition for clathrin-mediated endocytosis
R-HSA-933541,15,0.141127433,0.570500263,0.944268357,0.698693964,TRAF6 mediated IRF7 activation
R-HSA-1169410,74,0.077630935,0.545154875,0.945013193,0.698693964,Antiviral mechanism by IFN-stimulated genes
R-HSA-9013418,22,0.119298246,0.559606437,0.946073559,0.698784706,RHOBTB2 GTPase cycle
R-HSA-8862803,18,0.125620052,0.546334388,0.954912258,0.70211766,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models
R-HSA-8863678,18,0.125620052,0.546334388,0.954912258,0.70211766,Neurodegenerative Diseases
R-HSA-6803204,18,0.125523547,0.545914679,0.955296529,0.70211766,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
R-HSA-3371497,39,0.094823531,0.543895187,0.952528026,0.70211766,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
R-HSA-73929,17,0.125521477,0.53417117,0.962244634,0.702375587,"Base-Excision Repair, AP Site Formation"
R-HSA-8940973,20,0.117761964,0.533049681,0.957001379,0.702375587,RUNX2 regulates osteoblast differentiation
R-HSA-9707564,53,0.081935257,0.521972758,0.959212841,0.702375587,Cytoprotection by HMOX1
R-HSA-9018519,83,0.071785588,0.518693877,0.961108207,0.702375587,Estrogen-dependent gene expression
R-HSA-2122948,27,0.10302306,0.520147957,0.964747072,0.70351316,Activated NOTCH1 Transmits Signal to the Nucleus
R-HSA-400206,102,0.067183281,0.51150729,0.966185567,0.703873418,Regulation of lipid metabolism by PPARalpha
R-HSA-1989781,100,0.06615955,0.50112206,0.96742268,0.704086408,PPARA activates gene expression
R-HSA-389513,21,0.112402507,0.517774915,0.969280719,0.704750449,CTLA4 inhibitory signaling
R-HSA-9615710,29,0.098730762,0.511751313,0.970735189,0.705120051,Late endosomal microautophagy
R-HSA-446652,128,0.06077403,0.48674362,0.977066558,0.705918625,Interleukin-1 family signaling
R-HSA-418594,150,0.058549353,0.484730544,0.978943106,0.705918625,G alpha (i) signalling events
R-HSA-9013424,35,0.087369085,0.48198686,0.979784996,0.705918625,RHOV GTPase cycle
R-HSA-9613829,20,0.106013016,0.47986805,0.980819857,0.705918625,Chaperone Mediated Autophagy
R-HSA-186797,53,0.075318098,0.479817808,0.979221636,0.705918625,Signaling by PDGF
R-HSA-5205647,25,0.097340284,0.478195062,0.984148275,0.705918625,Mitophagy
R-HSA-2454202,127,0.058296419,0.466288404,0.982463295,0.705918625,Fc epsilon receptor (FCERI) signaling
R-HSA-9013408,68,0.067741896,0.464742973,0.983807393,0.705918625,RHOG GTPase cycle
R-HSA-1226099,48,0.073185015,0.450919034,0.986846505,0.706008735,Signaling by FGFR in disease
R-HSA-204005,62,0.06667793,0.445442427,0.987716841,0.706008735,COPII-mediated vesicle transport
R-HSA-157118,158,0.051459284,0.43102144,0.991114701,0.706008735,Signaling by NOTCH
R-HSA-3295583,15,0.105606461,0.426908592,0.995641838,0.706008735,TRP channels
R-HSA-5619102,62,0.063724903,0.425714708,0.99170348,0.706008735,SLC transporter disorders
R-HSA-382556,84,0.057505808,0.417082398,0.992066806,0.706008735,ABC-family proteins mediated transport
R-HSA-1474165,52,0.063989764,0.404988,0.994701987,0.706008735,Reproduction
R-HSA-936440,34,0.065167934,0.356579019,0.999182434,0.707845871,Negative regulators of DDX58/IFIH1 signaling
