ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
R-HSA-3906995	Diseases associated with O-glycosylation of proteins	40	0.249799245	1.446521142	0.089946488	0.230183785	0.163067961	3905	"tags=48%, list=33%, signal=32%"	4582/79875/9719/79695/143662/55624/54507/2591/4853/56913/81794/56999/1605/94025/55901/10417/9509/57188/10418
R-HSA-9033241	Peroxisomal protein import	55	0.22466584	1.446359227	0.091486102	0.233034817	0.165087703	4672	"tags=56%, list=40%, signal=34%"	5190/5192/3295/8309/219743/23600/1962/6342/10455/26063/283927/30/83752/2053/11001/55825/847/23417/7322/3155/10965/5264/7314/122970/54469/4358/8443/373156/1891/5193/10005
R-HSA-3781860	Diseases associated with N-glycosylation of proteins	19	0.325130687	1.442623195	0.096443488	0.243994954	0.172852139	6952	"tags=89%, list=59%, signal=36%"	56052/2683/91869/199857/2720/29929/1798/11253/79087/79796/79868/10195/440138/5476/9526/7841/85365
R-HSA-6806667	Metabolism of fat-soluble vitamins	29	0.278088315	1.441415596	0.096716631	0.243994954	0.172852139	4870	"tags=59%, list=42%, signal=34%"	6385/2239/4023/6382/2719/3949/83875/154807/54884/79001/9672/26020/29914/4036/151056/3339/348
R-HSA-163685	Integration of energy metabolism	75	0.201264328	1.419183997	0.096648398	0.243994954	0.172852139	6906	"tags=72%, list=59%, signal=30%"	9254/775/3790/776/115/31/6812/9630/783/32/51422/3710/5516/79602/2776/6844/5330/6794/948/5577/784/55970/54331/5528/51094/7086/10768/5578/112/8826/5566/6945/9495/2181/2771/5906/5518/2194/10681/2783/5519/2778/2182/2770/196883/2767/2782/3709/5573/5567/2791/2790/113/10411
R-HSA-196071	Metabolism of steroid hormones	15	0.353752706	1.430026807	0.098520866	0.245869016	0.174179771	2341	"tags=47%, list=20%, signal=37%"	3291/6715/134429/2232/706/83930/51144
R-HSA-446728	Cell junction organization	61	0.21469123	1.425972967	0.098628065	0.245869016	0.174179771	1815	"tags=28%, list=16%, signal=24%"	51208/84612/9071/55679/1364/1366/1009/92359/9076/23705/977/221935/1365/283/1308/2316/50848
R-HSA-1266695	Interleukin-7 signaling	19	0.323120701	1.433704774	0.10112644	0.251501216	0.178169763	4273	"tags=63%, list=36%, signal=40%"	1154/8835/8660/3575/5295/8651/3082/3574/8503/3718/6774/3716
R-HSA-2129379	Molecules associated with elastic fibres	29	0.274331168	1.42194117	0.104449203	0.259152268	0.18358996	4981	"tags=62%, list=43%, signal=36%"	4239/10516/2006/3694/4053/11117/652/8516/8425/4054/650/4052/2192/7043/4238/30008/2202/7042
R-HSA-187687	Signalling to ERKs	31	0.269718222	1.430571042	0.105039537	0.260003749	0.18419317	5037	"tags=61%, list=43%, signal=35%"	53358/10818/673/7867/5603/5600/5595/1398/6464/57498/6300/25759/6016/7529/5594/5900/9261/5906/1432
R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	15	0.348451231	1.408595871	0.107765452	0.263649431	0.186775862	3584	"tags=53%, list=31%, signal=37%"	6385/2239/6382/1634/2719/633/9672/126792
R-HSA-3560801	Defective B3GAT3 causes JDSSDHD	15	0.346700214	1.401517476	0.110802958	0.269825722	0.191151302	1209	"tags=33%, list=10%, signal=30%"	6385/2239/6382/1634/2719
R-HSA-202131	Metabolism of nitric oxide: NOS3 activation and regulation	16	0.336174389	1.394406339	0.116810232	0.282492792	0.200124972	6159	"tags=81%, list=53%, signal=39%"	23576/1785/207/6697/340481/115677/857/801/8976/3320/805/114757/808
R-HSA-114608	Platelet degranulation 	101	0.179804463	1.366188154	0.118586441	0.285475827	0.202238228	6159	"tags=63%, list=53%, signal=30%"	1/2/1950/1191/10257/7078/5345/2157/3959/5768/2621/5265/1893/1675/51706/7123/8407/51368/2316/7414/5175/7273/948/55664/967/334/5154/3671/5874/3082/139322/66005/10916/54676/801/308/22915/7043/710/23052/7450/928/374354/5627/5099/7076/7423/3700/22927/3309/9749/51097/7042/7094/81/12/6647/7873/805/29789/27154/10490/94121/808
R-HSA-1660661	Sphingolipid de novo biosynthesis	30	0.265743859	1.395342543	0.118900995	0.285579558	0.202311714	3342	"tags=43%, list=29%, signal=31%"	166929/5587/130367/151742/55304/124976/224/9517/94103/56848/10558/221/259230
R-HSA-9639288	Amino acids regulate mTORC1	44	0.231877673	1.384148222	0.120257453	0.28817959	0.204153642	6956	"tags=77%, list=59%, signal=31%"	57600/245973/23677/153129/11133/27244/9114/28956/155066/8992/84219/96459/58528/64223/527/64121/9550/201163/90423/54468/83667/533/526/51382/6009/55004/79726/10641/10670/6396/10325/529/55846/2475
R-HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation	32	0.256324983	1.375158871	0.128918633	0.305455861	0.216392585	4924	"tags=62%, list=42%, signal=36%"	6296/3033/641371/33/80221/10449/5095/34/1632/117145/166785/35/3030/1666/10965/27349/37/4706/58488/55856
R-HSA-191273	Cholesterol biosynthesis	24	0.281988628	1.364693323	0.12989716	0.307082723	0.217545095	5528	"tags=71%, list=47%, signal=37%"	1718/10654/51478/3156/7108/64801/2224/1595/9453/4598/39/4047/2222/4597/91734/50814/10682
R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	109	0.173339275	1.341720593	0.131344202	0.309114318	0.218984328	2555	"tags=30%, list=22%, signal=24%"	8945/729238/6196/23291/6441/653509/2353/57161/5601/9252/5602/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/948/5600/5595/3725/4205/1845/8651/7097/51231
R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	109	0.173339275	1.341720593	0.131344202	0.309114318	0.218984328	2555	"tags=30%, list=22%, signal=24%"	8945/729238/6196/23291/6441/653509/2353/57161/5601/9252/5602/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/948/5600/5595/3725/4205/1845/8651/7097/51231
R-HSA-211897	Cytochrome P450 - arranged by substrate type	27	0.27150349	1.370780346	0.132802125	0.311153308	0.220428799	3788	"tags=52%, list=32%, signal=35%"	1580/285440/196/2232/5447/6916/57491/1595/113612/9420/120227/9915/10499/1573
R-HSA-4791275	Signaling by WNT in cancer	28	0.265073193	1.356706715	0.13829023	0.321150821	0.227511288	7660	"tags=89%, list=65%, signal=31%"	8325/5516/5525/54894/6934/1488/8322/5528/8658/1487/1452/80351/4040/5518/324/5519/8312/5529/7855/5526/4041/8323/2932/1499/5527
R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	15	0.330922483	1.337736824	0.144215531	0.331979734	0.235182761	4211	"tags=60%, list=36%, signal=38%"	6196/1956/6197/6195/1839/5595/5578/5594/5598
R-HSA-1500931	Cell-Cell communication	90	0.179516253	1.327978297	0.144990666	0.333035329	0.235930571	1408	"tags=21%, list=12%, signal=19%"	729238/51208/6441/9863/84612/653509/9071/55679/1364/1366/1009/92359/9076/23705/977/221935/1365/283/1308
R-HSA-416476	G alpha (q) signalling events	102	0.172979082	1.316995243	0.14814433	0.339537767	0.240537061	3356	"tags=37%, list=29%, signal=27%"	11343/7225/6196/1956/8527/5332/29933/5581/9630/2150/1909/5580/3710/8997/6197/2776/2863/5998/6195/10235/5588/1839/221955/5330/2798/8490/5595/5295/1906/55970/115557/2149/54331/5290/1609/8503/624/301
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	50	0.212719983	1.327785996	0.155015535	0.352216723	0.249519151	4601	"tags=54%, list=39%, signal=33%"	5783/80230/4534/660/57664/8395/5867/375/23533/5295/8396/8867/8776/51763/5305/65977/5290/8503/5287/55300/22874/5728/54477/8394/5868/55613/3631
R-HSA-163125	Post-translational modification: synthesis of GPI-anchored proteins	50	0.212188257	1.32446699	0.157345761	0.356661475	0.252667925	1627	"tags=26%, list=14%, signal=22%"	249/1048/1368/54344/9091/4045/9488/5277/257194/4061/8818/55650/2822
R-HSA-5654696	Downstream signaling of activated FGFR2	17	0.309998611	1.319234965	0.159038014	0.359030023	0.254345864	3140	"tags=47%, list=27%, signal=34%"	2246/10818/2549/2263/5295/10817/5290/6464
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	105	0.168705948	1.295173098	0.163428924	0.365802613	0.259143736	7717	"tags=77%, list=66%, signal=27%"	1/2/1950/1191/10257/7078/5345/2157/3959/5768/2621/5265/1893/1675/51706/7123/8407/51368/2316/7414/5175/7273/948/55664/967/334/5154/3671/5874/3082/139322/66005/10916/54676/5578/801/308/22915/7043/710/23052/7450/928/374354/5627/5099/7076/7423/3700/22927/3309/9749/51097/7042/7094/81/12/6647/7873/805/29789/27154/10490/94121/808/3690/6810/5919/87/7057/5660/351/9948/2162/10487/226/6813/6814/5155/5216/2335
R-HSA-8948216	Collagen chain trimerization	32	0.244157265	1.309880232	0.165081602	0.368717293	0.261208568	1408	"tags=25%, list=12%, signal=22%"	340267/1286/1287/1285/81578/1295/85301/1308
R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	105	0.168270101	1.291827056	0.165690205	0.369292575	0.261616112	2640	"tags=29%, list=23%, signal=22%"	2066/83988/1740/2036/6196/115/23426/5923/26960/5564/320/51422/4646/1741/2743/3772/6197/5170/8874/23229/6195/5330/817/5562/5577/5595/84254/3084/4900/55970
R-HSA-112409	RAF-independent MAPK1/3 activation	22	0.27838843	1.305869642	0.167246521	0.371973235	0.263515159	1634	"tags=32%, list=14%, signal=27%"	1843/1850/3570/11221/3572/80824/1848
R-HSA-3928663	EPHA-mediated growth cone collapse	26	0.261081662	1.301302436	0.169376365	0.375915477	0.266307942	4264	"tags=54%, list=36%, signal=34%"	1942/2043/4629/10398/1946/1944/4628/1945/79784/9475/2044/1969/2041/10627
R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	24	0.26878939	1.300815171	0.170298727	0.377166864	0.267194457	3636	"tags=50%, list=31%, signal=35%"	23007/5332/80271/3707/51196/5330/8867/3633/3705/5333/5728/801
R-HSA-975634	Retinoid metabolism and transport	26	0.259492986	1.293384042	0.174714875	0.386134556	0.273547394	1293	"tags=27%, list=11%, signal=24%"	6385/2239/4023/6382/2719/3949/83875
R-HSA-422356	Regulation of insulin secretion	53	0.203028321	1.293402336	0.17557168	0.38721469	0.274312588	6906	"tags=72%, list=59%, signal=30%"	9254/775/3790/776/6812/9630/783/3710/2776/6844/5330/948/5577/784/55970/54331/10768/5578/112/8826/5566/9495/2181/2771/5906/10681/2783/2778/2182/2770/2767/2782/3709/5573/5567/2791/2790/10411
R-HSA-162710	Synthesis of glycosylphosphatidylinositol (GPI)	18	0.298572749	1.298523271	0.175995901	0.387338259	0.274400128	4961	"tags=67%, list=42%, signal=38%"	9091/9488/5277/8818/55650/93183/84992/5281/284098/5283/5279/84720
R-HSA-3000157	Laminin interactions	28	0.252002808	1.289809422	0.179477969	0.390912679	0.276932336	1224	"tags=25%, list=10%, signal=22%"	3908/1286/1287/1285/10319/3672/3913
R-HSA-5686938	Regulation of TLR by endogenous ligand	15	0.318354205	1.286930216	0.179344955	0.390912679	0.276932336	304	"tags=20%, list=3%, signal=20%"	729238/6441/653509
R-HSA-2672351	Stimuli-sensing channels	60	0.194688678	1.286327587	0.18019287	0.391658883	0.277460966	1435	"tags=22%, list=12%, signal=19%"	1831/7439/23327/7225/203859/57348/1184/6338/57719/6340/57101/7220/2040
R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	17	0.302693447	1.288146994	0.181794673	0.393565282	0.278811507	822	"tags=24%, list=7%, signal=22%"	3115/3127/55824/3125
R-HSA-1566948	Elastic fibre formation	36	0.230353202	1.283438242	0.186600093	0.402679426	0.285268194	3927	"tags=47%, list=34%, signal=31%"	4239/10516/2006/3694/4053/4016/84171/11117/652/8516/8425/4054/650/4052/2192/7043/4238
R-HSA-975576	N-glycan antennae elongation in the medial/trans-Golgi	19	0.288439476	1.279822221	0.188583724	0.402679426	0.285268194	4695	"tags=63%, list=40%, signal=38%"	2517/2683/9334/4248/6480/4124/11320/9486/4122/2525/6484/11282
R-HSA-177929	Signaling by EGFR	45	0.212260835	1.277935544	0.18799955	0.402679426	0.285268194	3374	"tags=40%, list=29%, signal=29%"	1956/1950/26018/685/55824/5796/10253/10252/2549/5774/8874/1839/5782/5295/58513/5290/6464/5829
R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	28	0.249131081	1.275111249	0.188697318	0.402679426	0.285268194	2274	"tags=36%, list=19%, signal=29%"	7088/83439/2033/8313/7089/90780/6934/7091/51176/607
R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	16	0.30618199	1.270001883	0.188723571	0.402679426	0.285268194	4849	"tags=62%, list=41%, signal=37%"	3295/8309/23600/6342/80270/9420/11001/10499/10005/6256
R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	38	0.224826158	1.276028576	0.193689544	0.40833948	0.289277918	2280	"tags=32%, list=19%, signal=26%"	8945/7088/56998/83439/7089/90780/6934/207/7091/51176/607/9580
R-HSA-400253	Circadian Clock	62	0.189307302	1.264668899	0.195237582	0.40962103	0.290185801	2403	"tags=29%, list=21%, signal=23%"	8945/28999/5187/1408/6095/2033/4862/6604/8864/23373/2908/4208/10743/1407/6500/80205/9572/5500
R-HSA-1474228	Degradation of the extracellular matrix	91	0.170221437	1.262159623	0.195854922	0.40962103	0.290185801	927	"tags=16%, list=8%, signal=15%"	388743/2/147968/2006/92291/222663/824/7177/1286/1287/1285/4324/8751/1295/1509
R-HSA-9614657	FOXO-mediated transcription of cell death genes	15	0.312156133	1.261874834	0.197569995	0.412388164	0.292146107	4987	"tags=67%, list=43%, signal=38%"	2033/10370/4802/6794/1649/65018/604/1387/27113/2309
R-HSA-1483166	Synthesis of PA	24	0.260780818	1.262057421	0.200538688	0.416930236	0.295363825	5909	"tags=67%, list=50%, signal=33%"	8399/23171/200879/10555/79888/51205/57678/5321/56894/8443/5338/253558/8681/81579/80821/201164
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	26	0.251784228	1.254961481	0.202378064	0.418089971	0.296185411	7660	"tags=88%, list=65%, signal=31%"	8321/5516/5525/10023/23401/1855/857/2535/5528/1856/1452/4040/5518/324/5519/8312/5529/7855/5526/4041/2932/1499/5527
R-HSA-187037	Signaling by NTRK1 (TRKA)	102	0.163097449	1.241760343	0.202268041	0.418089971	0.296185411	5059	"tags=51%, list=43%, signal=29%"	53358/10818/6196/2354/3400/2353/26052/1785/9252/2033/1958/673/5516/6197/8660/10221/1020/1848/4208/6195/7867/5603/6236/5600/5595/4205/5295/1845/51231/1398/10126/5290/6464/5528/57498/6300/25759/6774/6016/7529/5594/5598/163/5900/3399/9261/5906/4066/3726/4209/1432/5518
R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	136	0.151772139	1.230922105	0.202686203	0.418089971	0.296185411	2574	"tags=29%, list=22%, signal=23%"	8945/729238/6196/23291/6441/653509/2353/26052/57161/5601/1785/9252/5602/5516/29110/10392/57162/28512/6197/5606/1848/6416/4208/23098/6195/7867/4792/6500/948/5600/5595/3725/4205/3665/1845/8651/7097/51231/8737
R-HSA-9662361	Sensory processing of sound by outer hair cells of the cochlea	29	0.242655518	1.257756725	0.204496788	0.419357936	0.297083669	1572	"tags=28%, list=13%, signal=24%"	2059/2036/7430/64072/53405/2934/4641/4478
R-HSA-2243919	Crosslinking of collagen fibrils	15	0.310385474	1.254717038	0.204305335	0.419357936	0.297083669	1583	"tags=33%, list=14%, signal=29%"	1286/1287/1285/4016/84171
R-HSA-383280	Nuclear Receptor transcription pathway	37	0.222970932	1.254996848	0.206561922	0.422510995	0.299317375	2691	"tags=35%, list=23%, signal=27%"	4306/6097/7025/6095/7068/5914/3164/2649/2908/2494/9572/7376/9612
R-HSA-5654726	Negative regulation of FGFR1 signaling	20	0.276466854	1.251427566	0.208349003	0.424462108	0.300699592	5059	"tags=60%, list=43%, signal=34%"	2246/10818/10253/673/5516/2260/5595/7314/5594/8569/2247/5518
R-HSA-5625900	RHO GTPases activate CIT	20	0.276416618	1.251200173	0.208599724	0.424462108	0.300699592	3531	"tags=50%, list=30%, signal=35%"	4629/10398/388/4628/4660/11113/5500/79784/1742/1027
R-HSA-381070	IRE1alpha activates chaperones	45	0.208161314	1.25325401	0.210401891	0.424727386	0.300887522	8637	"tags=93%, list=74%, signal=25%"	64061/4000/9114/7466/2081/10106/5611/1639/2931/6464/2135/2137/9695/116138/10130/37/27230/4189/3309/7094/10897/1200/8681/55738/51726/7709/55062/7494/58477/5526/30827/3068/84447/55033/118/6745/10954/1663/9820/10113/10525/9797
R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	93	0.166202723	1.237346164	0.211152493	0.424727386	0.300887522	5059	"tags=52%, list=43%, signal=30%"	8945/6196/23291/2353/57161/5601/9252/5602/7100/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/5600/5595/3725/4205/1845/51231/9683/80216/5528/841/7157/11274/7314/23118/5599/5594/5598/4790/1326/5609/246330/9261/4214/3551/1432/5518
R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	93	0.166202723	1.237346164	0.211152493	0.424727386	0.300887522	5059	"tags=52%, list=43%, signal=30%"	8945/6196/23291/2353/57161/5601/9252/5602/7100/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/5600/5595/3725/4205/1845/51231/9683/80216/5528/841/7157/11274/7314/23118/5599/5594/5598/4790/1326/5609/246330/9261/4214/3551/1432/5518
R-HSA-975871	MyD88 cascade initiated on plasma membrane	93	0.166202723	1.237346164	0.211152493	0.424727386	0.300887522	5059	"tags=52%, list=43%, signal=30%"	8945/6196/23291/2353/57161/5601/9252/5602/7100/5516/10392/57162/28512/6197/5606/1848/6416/4208/6195/7867/4792/6500/5600/5595/3725/4205/1845/51231/9683/80216/5528/841/7157/11274/7314/23118/5599/5594/5598/4790/1326/5609/246330/9261/4214/3551/1432/5518
R-HSA-1912422	Pre-NOTCH Expression and Processing	43	0.210581447	1.249085279	0.212850045	0.426510948	0.302151042	5405	"tags=60%, list=46%, signal=33%"	1999/55534/2033/4853/6487/2683/7027/3725/8850/595/4242/5584/7157/84441/1387/10402/6484/23112/10046/7029/51548/3516/57690/4851/27327/9794
R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade	101	0.162068676	1.231428304	0.212754997	0.426510948	0.302151042	5059	"tags=51%, list=43%, signal=29%"	8945/6196/23291/2353/5601/9252/5602/5516/29110/10392/28512/6197/5606/7098/1848/6416/4208/23098/6195/7867/4792/6500/5600/5595/3725/4205/3665/1845/51231/8737/9683/80216/5528/7322/841/7157/11274/7314/23118/5599/148022/5594/5598/4790/1326/5609/9261/330/3661/3551/1432/5518
R-HSA-5669034	TNFs bind their physiological receptors	15	0.306802409	1.240232688	0.21737982	0.432294085	0.306247961	627	"tags=20%, list=5%, signal=19%"	128178/944/9966
R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	17	0.287749608	1.224551759	0.228600983	0.451197437	0.319639569	5405	"tags=71%, list=46%, signal=38%"	55534/2033/4853/59/8850/84441/1387/2324/10046/3516/4851/9794
R-HSA-196299	Beta-catenin phosphorylation cascade	16	0.294040605	1.219641044	0.229313495	0.451756174	0.320035392	7660	"tags=94%, list=65%, signal=32%"	5516/5525/10023/23401/5528/1452/5518/324/5519/8312/5529/5526/2932/1499/5527
R-HSA-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	19	0.275508393	1.222446276	0.231109986	0.454444309	0.321939735	3584	"tags=47%, list=31%, signal=33%"	6385/2239/6382/1634/2719/633/11285/9672/126792
R-HSA-437239	Recycling pathway of L1	33	0.22530521	1.220254887	0.233063285	0.456578354	0.323451545	1797	"tags=27%, list=15%, signal=23%"	6196/26052/7430/1808/1785/9252/6197/4478/6195
R-HSA-5620922	BBSome-mediated cargo-targeting to cilium	21	0.264491828	1.218364585	0.23513986	0.45979021	0.325726905	7329	"tags=86%, list=63%, signal=32%"	117177/27241/166379/583/54585/92482/7203/123016/129880/79738/10576/6608/582/6950/585/10694/84100/55212
R-HSA-381038	XBP1(S) activates chaperone genes	43	0.205342922	1.218012434	0.238934056	0.466164021	0.330242272	8637	"tags=93%, list=74%, signal=24%"	64061/4000/9114/7466/10106/5611/1639/2931/6464/2135/2137/9695/116138/10130/37/27230/4189/7094/10897/1200/8681/55738/51726/7709/55062/7494/58477/5526/30827/3068/84447/55033/118/6745/10954/1663/9820/10113/10525/9797
R-HSA-373080	Class B/2 (Secretin family receptors)	40	0.209090098	1.210785273	0.245701924	0.475144162	0.336604029	3306	"tags=40%, list=28%, signal=29%"	8325/1604/5727/7433/6344/8321/54361/7473/7976/8324/10267/55970/8322/2535/54331/79924
R-HSA-5654732	Negative regulation of FGFR3 signaling	20	0.265693744	1.20266307	0.249467218	0.478904222	0.33926775	1234	"tags=25%, list=11%, signal=22%"	2246/10818/10253/673/5516
R-HSA-8956319	Nucleotide catabolism	23	0.251652772	1.200565163	0.249353846	0.478904222	0.33926775	3479	"tags=48%, list=30%, signal=34%"	100526794/25939/4907/1806/7378/79873/956/955/9583/131870/957
R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	26	0.239817293	1.195315002	0.25272992	0.48340341	0.342455088	2500	"tags=38%, list=21%, signal=30%"	5564/153129/51422/28956/81617/6794/5562/58528/64223/64121
R-HSA-425410	Metal ion SLC transporters	19	0.26942034	1.195433243	0.253765346	0.484502984	0.343234053	3907	"tags=53%, list=33%, signal=35%"	254428/64116/64924/9843/30061/1356/84102/4891/27173/57181
R-HSA-389357	CD28 dependent PI3K/Akt signaling	22	0.25578385	1.199835659	0.255094433	0.484644509	0.343334313	3224	"tags=45%, list=28%, signal=33%"	10000/5170/207/117145/5295/64223/55615/9020/5290/8503
R-HSA-109704	PI3K Cascade	27	0.235521503	1.189112699	0.255221538	0.484644509	0.343334313	3137	"tags=41%, list=27%, signal=30%"	2246/10818/2549/8660/5170/2260/2263/117145/5295/2323/5290
R-HSA-2022870	Chondroitin sulfate biosynthesis	15	0.294519872	1.190581172	0.256075013	0.485389034	0.343861753	3331	"tags=47%, list=28%, signal=33%"	337876/1634/633/56548/54480/55501/55454
R-HSA-174824	"Plasma lipoprotein assembly, remodeling, and clearance"	50	0.191135276	1.193055484	0.256546826	0.485408744	0.343875716	4575	"tags=50%, list=39%, signal=31%"	2/10577/5125/64788/57552/4023/26119/3949/55911/51599/29116/6646/7376/7436/649/7314/29801/51128/91289/5566/3988/163/4864/3931/51360
R-HSA-156580	Phase II - Conjugation of compounds	57	0.181836037	1.183879248	0.262807935	0.494586669	0.350377588	6006	"tags=61%, list=51%, signal=30%"	6819/2678/50512/2952/124975/2946/4552/6817/4837/2948/347734/79017/10861/29104/2686/23169/2687/27430/2941/4548/10380/1312/9060/4257/84836/7172/1836/373156/9/2098/55748/2950/4258/51000/7360
R-HSA-5654708	Downstream signaling of activated FGFR3	16	0.285187086	1.182917836	0.261942052	0.494586669	0.350377588	3140	"tags=44%, list=27%, signal=32%"	2246/10818/2549/5295/10817/5290/6464
R-HSA-8957322	Metabolism of steroids	110	0.151430201	1.174698509	0.262402624	0.494586669	0.350377588	2998	"tags=34%, list=26%, signal=25%"	1718/114880/3291/31/10654/3295/6715/32/6604/26119/8309/134429/2232/4802/51478/8714/23600/6342/80270/3156/80205/7108/706/83930/51144/64801/2224/51141/1595/9453/79071/9420/11001/57678/120227/4598/3638
R-HSA-5654741	Signaling by FGFR3	31	0.22264669	1.180906149	0.263424997	0.494862673	0.350573116	3140	"tags=39%, list=27%, signal=28%"	2246/10818/10253/673/5516/2591/2549/5595/5295/10817/5290/6464
R-HSA-204998	"Cell death signalling via NRAGE, NRIF and NADE"	70	0.171179275	1.18227136	0.269206214	0.503028308	0.356357857	4201	"tags=44%, list=36%, signal=29%"	54848/11214/121512/389337/26230/84033/26084/27237/8878/8997/6655/8874/23229/572/23263/445328/6453/221472/9639/5924/9181/51107/9826/50650/7314/7409/5599/89846/83464/7984/10276
R-HSA-8964038	LDL clearance	15	0.290345954	1.173708329	0.269017433	0.503028308	0.356357857	4453	"tags=60%, list=38%, signal=37%"	10577/57552/26119/3949/51599/6646/3988/163/4864
R-HSA-168898	Toll-like Receptor Cascades	152	0.139885183	1.161357771	0.270059698	0.503728374	0.356853801	2574	"tags=28%, list=22%, signal=22%"	8945/729238/6196/23291/6441/653509/2353/26052/57161/5601/1785/9252/5602/7100/5516/29110/10392/57162/28512/6197/5606/7098/1848/6416/4208/23098/6195/7867/81622/4792/6500/948/5600/5595/3725/4205/3665/1845/8651/7097/51231/8737
R-HSA-5654727	Negative regulation of FGFR2 signaling	21	0.254982549	1.174560704	0.273101898	0.508481942	0.360221347	2320	"tags=33%, list=20%, signal=27%"	2246/10818/10253/673/5516/5595/2263
R-HSA-445717	Aquaporin-mediated transport	31	0.220534904	1.169705353	0.273574885	0.508481942	0.360221347	400	"tags=16%, list=3%, signal=16%"	358/360/362/361/115
R-HSA-9683701	Translation of Structural Proteins	29	0.225993496	1.171392443	0.275279562	0.510725207	0.361810533	4414	"tags=52%, list=38%, signal=32%"	256435/79668/84875/54956/6487/27090/2931/821/143/6480/4245/56965/7314/6484/54625
R-HSA-9665348	Signaling by ERBB2 ECD mutants	15	0.28876447	1.167315261	0.275752773	0.510725207	0.361810533	3140	"tags=47%, list=27%, signal=34%"	1956/1950/2549/5295/2064/5290/6464
R-HSA-6802957	Oncogenic MAPK signaling	71	0.1689755	1.171712582	0.279744817	0.517208343	0.366403349	4168	"tags=45%, list=36%, signal=29%"	200734/56829/1850/408/11221/23164/4000/673/80824/1848/7414/8805/8844/369/161742/817/5595/5500/55109/8036/10827/5037/801/8826/1185/8546/5908/7450/22808/57085/7529/5594
R-HSA-1296071	Potassium Channels	36	0.208810403	1.163410163	0.284254529	0.524370201	0.371476988	321	"tags=14%, list=3%, signal=14%"	3775/3786/3790/56479/3748
R-HSA-74752	Signaling by Insulin receptor	56	0.178954163	1.158663753	0.285823504	0.525675395	0.372401621	5096	"tags=54%, list=44%, signal=30%"	2246/10818/245973/9114/2549/8660/5170/535/155066/8992/2260/5595/2263/117145/5295/527/9550/2323/5290/6464/2887/537/9846/90423/5594/208/533/2247/526/51382
R-HSA-3899300	SUMOylation of transcription cofactors	42	0.198311253	1.164568826	0.288579198	0.528894279	0.374681959	4548	"tags=52%, list=39%, signal=32%"	2033/100532731/59348/1912/10401/1911/1655/9612/57332/3622/22955/1487/10499/8554/1387/51588/6612/28996/11315/10210/8204/4869
R-HSA-400042	"Adrenaline,noradrenaline inhibits insulin secretion"	19	0.260244175	1.15471808	0.291228958	0.532822373	0.377464719	6800	"tags=79%, list=58%, signal=33%"	9254/775/776/783/784/55970/54331/112/2771/10681/2783/2770/2782/2791/2790
R-HSA-6804758	Regulation of TP53 Activity through Acetylation	28	0.224818241	1.150672439	0.293821839	0.536632942	0.380164222	8750	"tags=96%, list=75%, signal=24%"	2033/10000/207/5371/8396/57459/5305/64769/3622/7157/53615/5300/54815/208/7862/5928/1107/29117/27154/84289/79837/5931/1108/3066/5608/3065/9219
R-HSA-416482	G alpha (12/13) signalling events	66	0.16998407	1.154717263	0.296161659	0.537652401	0.380886432	3427	"tags=38%, list=29%, signal=27%"	54848/11214/121512/389337/26230/84033/26084/27237/388/8997/6655/8874/23229/23263/445328/6453/221472/9639/55970/5924/9181/54331/9475/9826/50650
R-HSA-373755	Semaphorin interactions	61	0.173198482	1.150379326	0.296424328	0.537652401	0.380886432	7568	"tags=77%, list=65%, signal=27%"	5362/4233/1808/10371/4629/10398/3672/388/4628/64218/8829/1020/5063/23129/80031/1809/9723/79784/2064/9475/10154/9826/7305/9855/10627/3320/7094/57556/6237/23365/2534/10507/3326/103910/54209/5788/387/55558/5879/3984/5058/2242/5365/389/5364/27289/2932
